Arguments:  Namespace(S_P_data='CIFAR10', S_Q_data='CIFAR10_1', bandwidths=[1.0, None, None], batch_size=100, exp_type='accuracy', filter_sizes=[4, 4, 4], g_activs=['cos', 'relu', 'relu'], init_stdvs=[None, 1.0, 1.0], kernel_type='ntk', method='fixed_ntk', n_permutes=100, n_samples=1000, n_seeds=2, n_tests=60, poolings=['st2', 'st2', 'st2'], run_id=0, save_dir="/scratch/hdd001/home/sheng/scntk_icml/MNIST_jan_30th/S_P_CIFAR10/S_Q_CIFAR10_1/n2/n_tests60/n_permutes100/n_samples1000/widths[300, 300, 300]/g_activs['cos', 'relu', 'relu']/bandwidths[1.0, None, None]/init_stdvs[None, 1.0, 1.0]/filter_sizes[4, 4, 4]/poolings['st2', 'st2', 'st2']/kernel_type_ntk/run_id0", top_dir='/scratch/hdd001/home/sheng/scntk_icml', use_components=None, widths=[300, 300, 300], writer_record=0)
Files already downloaded and verified
  0%|          | 0/60 [00:00<?, ?it/s]  2%|▏         | 1/60 [01:15<1:13:52, 75.14s/it]  3%|▎         | 2/60 [02:15<1:08:28, 70.83s/it]  5%|▌         | 3/60 [03:16<1:04:19, 67.71s/it]  7%|▋         | 4/60 [04:16<1:01:08, 65.50s/it]  8%|▊         | 5/60 [05:17<58:45, 64.09s/it]   10%|█         | 6/60 [06:17<56:41, 62.99s/it] 12%|█▏        | 7/60 [07:18<54:56, 62.21s/it] 13%|█▎        | 8/60 [08:18<53:26, 61.67s/it] 15%|█▌        | 9/60 [09:19<52:05, 61.28s/it] 17%|█▋        | 10/60 [10:19<50:58, 61.17s/it] 18%|█▊        | 11/60 [11:23<50:25, 61.75s/it] 20%|██        | 12/60 [12:26<49:47, 62.24s/it] 22%|██▏       | 13/60 [13:26<48:20, 61.72s/it] 23%|██▎       | 14/60 [14:27<47:04, 61.40s/it] 25%|██▌       | 15/60 [15:28<45:51, 61.15s/it] 27%|██▋       | 16/60 [16:28<44:42, 60.96s/it] 28%|██▊       | 17/60 [17:29<43:37, 60.88s/it] 30%|███       | 18/60 [18:31<42:46, 61.12s/it] 32%|███▏      | 19/60 [19:31<41:36, 60.89s/it] 33%|███▎      | 20/60 [20:33<40:50, 61.27s/it] 35%|███▌      | 21/60 [21:33<39:39, 61.01s/it] 37%|███▋      | 22/60 [22:34<38:33, 60.88s/it] 38%|███▊      | 23/60 [23:38<38:00, 61.65s/it] 40%|████      | 24/60 [24:38<36:46, 61.29s/it] 42%|████▏     | 25/60 [25:39<35:37, 61.06s/it] 43%|████▎     | 26/60 [26:39<34:32, 60.96s/it] 45%|████▌     | 27/60 [27:40<33:27, 60.82s/it] 47%|████▋     | 28/60 [28:40<32:24, 60.76s/it] 48%|████▊     | 29/60 [29:41<31:22, 60.73s/it] 50%|█████     | 30/60 [30:42<30:20, 60.68s/it] 52%|█████▏    | 31/60 [31:43<29:23, 60.82s/it] 53%|█████▎    | 32/60 [32:45<28:33, 61.19s/it] 55%|█████▌    | 33/60 [33:45<27:26, 61.00s/it] 57%|█████▋    | 34/60 [34:46<26:21, 60.83s/it] 58%|█████▊    | 35/60 [35:47<25:20, 60.82s/it] 60%|██████    | 36/60 [36:47<24:17, 60.73s/it] 62%|██████▏   | 37/60 [37:48<23:14, 60.65s/it] 63%|██████▎   | 38/60 [38:49<22:16, 60.75s/it] 65%|██████▌   | 39/60 [39:51<21:27, 61.32s/it] 67%|██████▋   | 40/60 [40:52<20:21, 61.05s/it] 68%|██████▊   | 41/60 [41:52<19:16, 60.89s/it] 70%|███████   | 42/60 [42:53<18:14, 60.79s/it] 72%|███████▏  | 43/60 [43:54<17:14, 60.84s/it] 73%|███████▎  | 44/60 [44:54<16:11, 60.72s/it] 75%|███████▌  | 45/60 [45:55<15:09, 60.64s/it] 77%|███████▋  | 46/60 [46:56<14:13, 60.98s/it] 78%|███████▊  | 47/60 [47:57<13:11, 60.86s/it] 80%|████████  | 48/60 [48:58<12:11, 60.94s/it] 82%|████████▏ | 49/60 [49:59<11:11, 61.06s/it] 83%|████████▎ | 50/60 [51:00<10:09, 60.93s/it] 85%|████████▌ | 51/60 [52:01<09:08, 60.95s/it] 87%|████████▋ | 52/60 [53:03<08:09, 61.15s/it] 88%|████████▊ | 53/60 [54:04<07:07, 61.12s/it] 90%|█████████ | 54/60 [55:05<06:06, 61.16s/it] 92%|█████████▏| 55/60 [56:05<05:04, 60.97s/it] 93%|█████████▎| 56/60 [57:06<04:03, 60.91s/it] 95%|█████████▌| 57/60 [58:07<03:02, 60.81s/it] 97%|█████████▋| 58/60 [59:07<02:01, 60.71s/it] 98%|█████████▊| 59/60 [1:00:10<01:01, 61.39s/it]100%|██████████| 60/60 [1:01:11<00:00, 61.23s/it]
  0%|          | 0/60 [00:00<?, ?it/s]  2%|▏         | 1/60 [01:00<59:49, 60.84s/it]  3%|▎         | 2/60 [02:03<59:19, 61.37s/it]  5%|▌         | 3/60 [03:06<58:54, 62.00s/it]  7%|▋         | 4/60 [04:08<57:44, 61.87s/it]  8%|▊         | 5/60 [05:08<56:19, 61.45s/it] 10%|█         | 6/60 [06:12<55:50, 62.05s/it] 12%|█▏        | 7/60 [07:15<55:11, 62.49s/it] 13%|█▎        | 8/60 [08:17<53:54, 62.21s/it] 15%|█▌        | 9/60 [09:20<53:11, 62.59s/it] 17%|█▋        | 10/60 [10:24<52:23, 62.88s/it] 18%|█▊        | 11/60 [11:25<50:46, 62.17s/it] 20%|██        | 12/60 [12:26<49:27, 61.82s/it] 22%|██▏       | 13/60 [13:26<48:07, 61.43s/it] 23%|██▎       | 14/60 [14:30<47:35, 62.08s/it] 25%|██▌       | 15/60 [15:32<46:31, 62.03s/it] 27%|██▋       | 16/60 [16:32<45:13, 61.68s/it] 28%|██▊       | 17/60 [17:35<44:20, 61.87s/it] 30%|███       | 18/60 [18:36<43:16, 61.81s/it] 32%|███▏      | 19/60 [19:37<42:00, 61.48s/it] 33%|███▎      | 20/60 [20:38<40:51, 61.29s/it] 35%|███▌      | 21/60 [21:41<40:15, 61.95s/it] 37%|███▋      | 22/60 [22:45<39:31, 62.41s/it] 38%|███▊      | 23/60 [23:46<38:11, 61.94s/it] 40%|████      | 24/60 [24:49<37:25, 62.37s/it] 42%|████▏     | 25/60 [25:50<36:07, 61.93s/it] 43%|████▎     | 26/60 [26:54<35:21, 62.41s/it] 45%|████▌     | 27/60 [27:55<34:10, 62.15s/it] 47%|████▋     | 28/60 [28:59<33:21, 62.55s/it] 48%|████▊     | 29/60 [30:01<32:17, 62.51s/it] 50%|█████     | 30/60 [31:05<31:24, 62.80s/it] 52%|█████▏    | 31/60 [32:06<30:11, 62.47s/it] 53%|█████▎    | 32/60 [33:10<29:18, 62.79s/it] 55%|█████▌    | 33/60 [34:11<28:06, 62.45s/it] 57%|█████▋    | 34/60 [35:15<27:11, 62.76s/it] 58%|█████▊    | 35/60 [36:18<26:08, 62.74s/it] 60%|██████    | 36/60 [37:19<24:55, 62.31s/it] 62%|██████▏   | 37/60 [38:21<23:48, 62.11s/it] 63%|██████▎   | 38/60 [39:23<22:51, 62.34s/it] 65%|██████▌   | 39/60 [40:25<21:42, 62.03s/it] 67%|██████▋   | 40/60 [41:26<20:36, 61.84s/it] 68%|██████▊   | 41/60 [42:28<19:32, 61.73s/it] 70%|███████   | 42/60 [43:30<18:34, 61.92s/it] 72%|███████▏  | 43/60 [44:31<17:26, 61.54s/it] 73%|███████▎  | 44/60 [45:32<16:22, 61.43s/it] 75%|███████▌  | 45/60 [46:33<15:19, 61.33s/it] 77%|███████▋  | 46/60 [47:34<14:18, 61.31s/it] 78%|███████▊  | 47/60 [48:35<13:15, 61.23s/it] 80%|████████  | 48/60 [49:37<12:18, 61.53s/it] 82%|████████▏ | 49/60 [50:40<11:21, 61.93s/it] 83%|████████▎ | 50/60 [51:41<10:15, 61.54s/it] 85%|████████▌ | 51/60 [52:44<09:18, 62.10s/it] 87%|████████▋ | 52/60 [53:45<08:13, 61.64s/it] 88%|████████▊ | 53/60 [54:46<07:10, 61.57s/it] 90%|█████████ | 54/60 [55:47<06:08, 61.34s/it] 92%|█████████▏| 55/60 [56:48<05:06, 61.32s/it] 93%|█████████▎| 56/60 [57:50<04:05, 61.43s/it] 95%|█████████▌| 57/60 [58:53<03:06, 62.03s/it] 97%|█████████▋| 58/60 [59:56<02:04, 62.21s/it] 98%|█████████▊| 59/60 [1:01:00<01:02, 62.60s/it]100%|██████████| 60/60 [1:02:00<00:00, 62.05s/it]
test 0 chosen hypothesis 0
test 1 chosen hypothesis 0
test 2 chosen hypothesis 0
test 3 chosen hypothesis 0
test 4 chosen hypothesis 0
test 5 chosen hypothesis 0
test 6 chosen hypothesis 0
test 7 chosen hypothesis 0
test 8 chosen hypothesis 0
test 9 chosen hypothesis 0
test 10 chosen hypothesis 0
test 11 chosen hypothesis 1
test 12 chosen hypothesis 0
test 13 chosen hypothesis 0
test 14 chosen hypothesis 0
test 15 chosen hypothesis 0
test 16 chosen hypothesis 0
test 17 chosen hypothesis 0
test 18 chosen hypothesis 0
test 19 chosen hypothesis 0
test 20 chosen hypothesis 0
test 21 chosen hypothesis 0
test 22 chosen hypothesis 1
test 23 chosen hypothesis 0
test 24 chosen hypothesis 0
test 25 chosen hypothesis 0
test 26 chosen hypothesis 0
test 27 chosen hypothesis 0
test 28 chosen hypothesis 0
test 29 chosen hypothesis 0
test 30 chosen hypothesis 0
test 31 chosen hypothesis 0
test 32 chosen hypothesis 0
test 33 chosen hypothesis 0
test 34 chosen hypothesis 0
test 35 chosen hypothesis 0
test 36 chosen hypothesis 0
test 37 chosen hypothesis 0
test 38 chosen hypothesis 0
test 39 chosen hypothesis 0
test 40 chosen hypothesis 0
test 41 chosen hypothesis 0
test 42 chosen hypothesis 0
test 43 chosen hypothesis 0
test 44 chosen hypothesis 0
test 45 chosen hypothesis 0
test 46 chosen hypothesis 0
test 47 chosen hypothesis 0
test 48 chosen hypothesis 0
test 49 chosen hypothesis 0
test 50 chosen hypothesis 0
test 51 chosen hypothesis 0
test 52 chosen hypothesis 0
test 53 chosen hypothesis 0
test 54 chosen hypothesis 0
test 55 chosen hypothesis 0
test 56 chosen hypothesis 0
test 57 chosen hypothesis 0
test 58 chosen hypothesis 0
test 59 chosen hypothesis 0
[0.03333333 0.        ]
ground truth: P!=Q
successful reject accuracy (accept h1 rate)= 0.03333333333333333
test 0 chosen hypothesis 0
test 1 chosen hypothesis 0
test 2 chosen hypothesis 1
test 3 chosen hypothesis 0
test 4 chosen hypothesis 0
test 5 chosen hypothesis 1
test 6 chosen hypothesis 1
test 7 chosen hypothesis 0
test 8 chosen hypothesis 1
test 9 chosen hypothesis 1
test 10 chosen hypothesis 0
test 11 chosen hypothesis 0
test 12 chosen hypothesis 0
test 13 chosen hypothesis 1
test 14 chosen hypothesis 0
test 15 chosen hypothesis 0
test 16 chosen hypothesis 0
test 17 chosen hypothesis 0
test 18 chosen hypothesis 0
test 19 chosen hypothesis 0
test 20 chosen hypothesis 1
test 21 chosen hypothesis 1
test 22 chosen hypothesis 0
test 23 chosen hypothesis 0
test 24 chosen hypothesis 0
test 25 chosen hypothesis 1
test 26 chosen hypothesis 0
test 27 chosen hypothesis 1
test 28 chosen hypothesis 0
test 29 chosen hypothesis 1
test 30 chosen hypothesis 0
test 31 chosen hypothesis 1
test 32 chosen hypothesis 0
test 33 chosen hypothesis 1
test 34 chosen hypothesis 0
test 35 chosen hypothesis 0
test 36 chosen hypothesis 0
test 37 chosen hypothesis 0
test 38 chosen hypothesis 0
test 39 chosen hypothesis 0
test 40 chosen hypothesis 0
test 41 chosen hypothesis 0
test 42 chosen hypothesis 0
test 43 chosen hypothesis 0
test 44 chosen hypothesis 0
test 45 chosen hypothesis 0
test 46 chosen hypothesis 0
test 47 chosen hypothesis 0
test 48 chosen hypothesis 0
test 49 chosen hypothesis 0
test 50 chosen hypothesis 1
test 51 chosen hypothesis 0
test 52 chosen hypothesis 0
test 53 chosen hypothesis 0
test 54 chosen hypothesis 0
test 55 chosen hypothesis 0
test 56 chosen hypothesis 1
test 57 chosen hypothesis 0
test 58 chosen hypothesis 1
test 59 chosen hypothesis 0
[0.03333333 0.26666667]
ground truth: P!=Q
